mainFloorLengthInFt,mainFloorBreadthInFt,ceilingHeightInFt,numberOfFloors,numberOfKitchens,numberOfStandaloneToilets,numberOfFullBathrooms,numberOfRooms,priceOfBagOfCement,priceOfTripOfSand,priceOfWaterInLiters,priceOfDoorD1,priceOfDoorD2,priceOfDoorD3,priceOfWindowW1,priceOfWindowW2,priceOfTilesPerM2,priceOfGraniteInTonnes,priceOfSteelPerM3,priceOfCostOfRoofHalfPlot,estimatedBlocksNeeded,estimatedCementBagsNeeded,estimatedConcreteNeeded,estimatedCost,estimatedCostOfRoofing,estimatedNumDoors,estimatedNumDoorsD1,estimatedNumDoorsD2,estimatedNumDoorsD3,estimatedNumWindows,estimatedNumWindowsW1,estimatedNumWindowsW2,estimatedPricePerConcreteInM3,estimatedSandInTonnesNeeded,estimatedVolumeOfSlabNeeded,estimatedTripsOfSandsNeeded,estimatedSteelNeeded
199.17,40.30,12.23,1.20,5.29,8.81,6.99,9.29,8765.90,29594.36,6.74,28346.78,21826.92,10542.47,39987.94,42197.31,7325.94,22106.98,302230.89,869936.79,67992.06,4219.33,324.32,61858571.13,1097694.05,36.41,2.20,18.41,15.80,72.28,56.48,15.80,99869.31,1898.87,75.80,306.27,3.24
349.84,316.71,10.64,7.69,1.55,1.21,4.19,2.06,6092.81,43165.84,8.96,19692.39,20490.82,11931.25,39511.23,33916.63,7491.52,24334.89,583495.61,1349919.61,838298.61,42659.05,2661.12,602005354.88,6328710.53,33.83,8.69,19.74,5.41,64.99,59.59,5.41,87128.79,21955.28,1046.35,3541.17,26.61
369.88,67.91,15.88,1.88,6.78,8.09,6.68,0.01,5134.17,37618.92,7.53,21764.19,17359.74,7797.33,38058.84,37153.70,7131.40,23016.24,608025.91,1697898.98,98214.04,6382.85,509.63,90928665.54,3790112.09,25.60,2.88,7.94,14.77,22.80,8.03,14.77,77303.53,2787.71,237.22,449.63,5.10
394.70,255.63,12.48,3.45,2.79,5.67,2.33,9.05,4437.72,54717.38,7.08,29621.73,17207.18,7879.07,44759.11,48341.82,7078.05,22253.82,624816.61,1463283.89,576932.25,33717.67,2454.14,429586773.63,6546462.00,41.90,4.45,29.46,8.00,203.55,195.55,8.00,74249.90,15788.15,952.84,2546.48,24.54
272.36,241.11,11.88,2.93,0.12,3.89,7.92,6.18,8020.25,28619.43,5.18,28449.41,13311.21,6131.26,44986.78,30292.07,6536.22,17529.85,345237.11,1156704.22,297782.81,18811.11,1467.81,265042287.34,4174862.58,37.82,3.93,22.08,11.80,123.59,111.78,11.80,87557.09,8368.04,620.16,1349.68,14.68
216.62,36.89,9.63,2.77,3.18,4.62,6.68,3.51,5152.37,42056.67,7.06,17695.47,15267.91,8854.20,65412.89,34416.83,5547.91,22093.70,653217.75,1542761.25,82785.14,4826.90,350.53,59541375.16,1942503.66,24.81,3.77,9.74,11.31,35.41,24.10,11.31,76792.25,2263.71,75.47,365.11,3.51
505.94,417.16,12.52,3.27,0.23,0.22,1.86,2.60,8880.50,31215.17,6.82,26278.99,16809.10,7862.86,55649.24,29929.42,6258.71,21754.34,311439.58,1039175.35,397153.20,32714.62,3047.08,575699919.23,6724037.40,33.21,4.27,26.87,2.08,99.62,97.54,2.08,100452.21,12346.89,1993.17,1991.43,30.47
436.11,203.94,15.94,5.84,7.58,8.29,1.95,1.15,4218.26,55902.73,7.83,19356.69,12120.95,10165.48,65728.64,44785.16,6849.75,24244.38,583517.16,1655996.50,600784.92,30984.62,1966.02,416904878.32,6955786.11,33.72,6.84,16.63,10.25,46.54,36.29,10.25,75941.68,15798.84,839.92,2548.20,19.66
503.95,234.31,12.50,5.91,8.44,4.97,2.46,2.62,4808.73,44704.92,7.80,17700.75,11330.89,8152.47,66333.92,41698.38,6843.09,22511.30,338483.46,1505364.71,733627.73,39525.63,2642.14,502559056.43,7285672.10,35.44,6.91,21.11,7.42,80.86,73.43,7.42,75572.83,19555.09,1115.11,3154.05,26.42
341.83,257.34,14.85,4.77,6.84,7.76,4.33,5.70,4207.63,47697.88,8.85,17047.28,17553.94,11626.00,51305.16,44680.96,6718.25,18145.29,508847.11,1485612.91,690773.17,35795.57,2284.77,411281772.80,6205903.38,41.24,5.77,23.38,12.10,132.56,120.46,12.10,65668.79,18191.69,830.73,2934.14,22.85
311.53,168.23,15.58,2.35,7.59,8.32,5.23,4.66,4316.58,32669.47,8.42,21258.88,11395.42,11791.13,53376.67,43976.31,6263.46,21111.08,344990.92,1708808.01,237329.95,14583.53,1111.44,166186111.72,5509802.55,35.34,3.35,18.44,13.56,91.70,78.15,13.56,68060.38,6605.66,494.94,1065.43,11.11
460.63,30.76,12.60,6.16,0.37,5.57,6.25,6.17,5129.99,50952.87,9.42,29409.77,19019.71,6709.44,53070.74,37962.63,7386.29,16806.86,266502.96,1366434.07,479738.17,21528.68,1110.88,250836661.11,2290884.89,34.19,7.16,15.21,11.82,63.68,51.86,11.82,70827.01,12115.80,133.81,1954.16,11.11
75.69,71.01,14.59,3.32,4.00,2.42,1.58,8.14,5697.12,44412.08,7.87,23194.61,12155.64,9688.93,46485.50,48029.53,5721.02,22741.12,631170.06,965334.12,128319.88,6260.81,368.90,77154973.64,996803.77,24.19,4.32,15.87,4.00,44.95,40.96,4.00,82086.02,3318.87,50.76,535.30,3.69
318.77,52.23,10.20,2.28,0.52,8.75,1.32,8.50,8739.55,47327.63,8.52,29591.71,21552.76,8861.46,41870.30,48305.02,6594.22,17844.29,318747.44,836024.04,141215.39,8495.71,635.36,130822677.83,1519310.90,32.56,3.28,19.21,10.07,85.10,75.03,10.07,96838.32,3902.21,157.22,629.39,6.35
235.99,343.44,13.53,4.05,2.09,7.48,2.08,0.83,6557.28,40778.59,8.34,18873.06,15631.03,7428.41,53745.83,47496.30,5756.05,22572.77,565591.66,1105012.17,309338.60,19354.84,1498.16,289651249.18,4430808.11,30.09,5.05,15.48,9.56,38.55,28.98,9.56,87293.42,8663.80,765.41,1397.39,14.98
272.01,197.14,10.60,3.22,7.44,4.03,2.05,7.24,7733.61,54897.45,7.79,22335.96,21925.38,6737.00,69889.12,35475.43,5884.56,16279.41,585392.44,1310735.61,314107.46,18987.22,1426.11,290736912.35,4275073.07,32.74,4.22,22.44,6.07,122.47,116.39,6.07,88730.04,8693.75,506.43,1402.22,14.26
494.50,378.48,14.86,4.45,5.00,0.98,2.84,9.90,8035.54,41112.50,8.54,28338.88,20002.27,10657.78,58924.67,37077.10,6696.69,20301.81,685383.68,1389484.04,1218407.35,65608.16,4382.93,975451015.45,8466394.37,45.75,5.45,36.49,3.81,293.21,289.40,3.81,94411.49,32471.47,1767.47,5237.33,43.83
169.37,279.04,15.84,7.12,3.80,6.83,4.61,0.82,5735.34,46679.38,6.66,23204.40,21969.32,6993.00,55028.00,41102.75,5657.23,17170.04,546259.44,1788927.06,537433.88,25010.76,1372.05,319281033.19,5477623.11,31.66,8.12,12.09,11.44,33.39,21.95,11.44,74430.52,13711.82,446.34,2211.58,13.72
86.01,435.64,9.96,7.88,9.85,9.50,2.32,2.53,6532.98,38951.76,6.10,24664.75,16949.48,7439.03,35092.17,25049.99,5811.72,24071.29,573370.03,1581529.52,634529.92,29329.99,1591.45,381670066.85,4311694.03,34.17,8.88,13.47,11.82,52.08,40.26,11.82,88656.16,16158.07,353.84,2606.14,15.91
224.63,280.64,10.57,9.58,6.06,5.73,0.99,8.57,5541.15,36223.42,6.17,18252.95,11245.53,6356.91,56264.05,46233.05,6655.72,24484.69,518660.77,1474021.88,1605505.58,69172.81,3306.90,783581466.99,5212623.79,42.71,10.58,25.41,6.72,153.81,147.09,6.72,81848.44,40099.71,595.34,6467.70,33.07
335.90,235.38,9.41,5.84,9.52,0.20,5.39,5.82,8965.26,39558.06,8.57,28538.40,15267.73,8941.93,64473.97,43167.39,6380.05,24095.08,294934.90,1354379.76,677184.90,35784.69,2338.86,566135896.59,5363772.81,35.21,6.84,22.79,5.59,121.95,116.36,5.59,106193.13,17941.69,746.66,2893.82,23.39
63.16,316.89,10.75,4.40,7.39,8.92,9.67,1.14,4536.25,38309.06,6.88,20993.94,18580.32,8275.73,39541.11,41702.43,6036.34,16604.99,424177.73,1787140.31,190078.77,10233.85,683.56,112060687.85,3561129.95,32.78,5.40,8.79,18.59,35.76,17.17,18.59,63774.17,5065.52,189.03,817.02,6.84
462.76,184.43,13.23,6.18,9.40,2.32,7.50,1.21,8607.83,41446.93,6.18,24088.63,20914.59,10207.18,51575.25,29676.79,6749.87,16013.56,748130.67,1209769.64,598921.98,31166.64,1999.65,492739267.41,4977836.83,33.42,7.18,16.42,9.81,46.50,36.68,9.81,91857.57,15793.11,806.01,2547.28,20.00
160.95,404.61,13.88,9.87,3.72,0.42,3.85,4.88,7166.50,41716.29,7.58,16988.20,13300.26,6328.43,39558.16,35014.69,7038.20,23889.15,366864.07,1066978.52,1415369.57,59891.28,2759.62,811543947.76,3834898.49,35.22,10.87,20.08,4.27,94.89,90.62,4.27,93532.37,35181.30,614.98,5674.40,27.60
317.22,326.17,9.66,8.99,1.07,7.06,3.40,6.43,7394.32,45541.96,6.96,20537.08,14204.62,9652.58,67273.74,37092.63,5977.59,22858.06,583620.94,1707558.00,1531089.84,70076.31,3740.72,1001180122.04,7736093.41,46.18,9.99,25.72,10.46,155.72,145.26,10.46,94199.54,38880.42,977.14,6271.04,37.41
135.54,195.90,15.41,5.45,1.15,3.26,0.76,2.55,5051.45,33073.72,8.20,22503.36,21969.96,9915.58,65004.49,39809.42,7278.77,22560.37,677922.07,918986.17,309278.38,14877.50,858.79,170614729.91,2109144.84,22.45,6.45,11.97,4.03,38.16,34.13,4.03,75359.95,7966.15,250.76,1284.86,8.59
491.54,472.18,13.90,6.63,5.66,2.92,2.21,3.42,4184.32,50979.60,6.87,29886.24,20921.44,10270.89,62588.69,30338.99,5603.69,21793.77,602483.37,1079437.51,1301663.70,69704.29,4627.13,863913193.10,7324398.38,41.98,7.63,29.22,5.13,132.30,127.17,5.13,71116.38,34630.10,2191.85,5585.50,46.27
71.72,517.89,14.83,4.56,4.01,3.30,1.41,8.30,8999.52,34067.40,6.25,25489.51,17625.54,10489.84,40815.86,40303.28,7455.12,23684.36,490070.13,821446.57,574083.16,27501.52,1577.78,409748121.22,2229831.28,32.36,5.56,22.09,4.71,114.33,109.62,4.71,104521.40,14769.03,350.79,2382.10,15.78
317.06,64.83,13.47,6.75,0.76,5.26,3.85,1.27,4373.50,43375.50,5.36,25541.54,17034.11,9365.16,40235.13,41217.01,6442.65,23022.80,622289.04,1740295.20,359362.39,16437.04,876.47,186399822.57,3514047.83,25.93,7.75,9.07,9.11,27.66,18.55,9.11,72673.33,9123.99,194.10,1471.61,8.76
118.49,440.74,12.60,2.16,6.52,2.36,3.12,0.36,7552.28,55124.34,5.10,28610.91,17946.68,8256.15,53469.35,41038.27,6516.75,18309.10,707219.15,1129725.56,131085.68,9995.56,891.11,176130465.18,3636237.23,20.61,3.16,11.97,5.48,22.08,16.60,5.48,90062.45,3950.43,493.20,637.17,8.91
213.70,375.97,14.77,4.88,3.85,8.61,6.43,5.73,8851.85,55068.16,9.54,17768.44,18913.37,8330.17,45518.25,26560.16,6749.82,21399.25,748177.23,1466708.22,684011.09,34940.18,2190.27,598408074.63,5855569.17,43.68,5.88,22.77,15.03,130.70,115.67,15.03,104331.18,17935.05,758.78,2892.75,21.90
401.85,293.35,15.31,6.07,0.21,4.61,2.18,5.01,5325.86,47872.01,9.05,25007.42,21341.32,9112.86,48174.46,36448.46,6211.00,22884.01,542171.29,844681.58,962132.12,47940.71,2908.51,620730424.70,4084749.01,38.54,7.07,24.68,6.79,131.41,124.62,6.79,80481.29,25039.84,1113.29,4038.68,29.09
121.92,97.46,10.36,9.46,8.81,9.66,6.97,8.51,6160.06,48906.28,8.79,23047.77,13518.65,7449.23,36305.39,34366.38,7096.56,23222.10,361415.01,1606927.84,703403.82,29458.86,1327.80,377577501.93,2467071.40,45.31,10.46,18.22,16.63,80.08,63.45,16.63,86956.25,17436.69,112.21,2812.37,13.28
132.97,85.10,12.31,3.57,8.97,0.25,3.32,2.92,4570.65,50178.02,8.20,16671.95,19702.80,10168.71,53200.73,32929.00,6143.95,23080.70,475993.20,1231423.82,116256.37,6243.00,415.76,77462515.44,1845009.84,17.84,4.57,9.70,3.57,28.31,24.74,3.57,75759.55,3095.66,106.87,499.30,4.16
440.46,138.02,11.42,7.25,5.01,4.86,5.35,7.96,8834.76,39409.01,7.89,19088.05,19034.90,11489.37,44564.37,26535.73,7181.70,16064.45,409133.94,990058.74,1095192.53,50288.41,2698.99,726670485.40,3438205.78,42.74,8.25,24.27,10.22,145.25,135.03,10.22,93419.41,27836.57,574.12,4489.77,26.99
137.27,54.05,9.18,1.91,9.45,4.08,0.77,4.69,7019.35,37901.41,9.90,22238.06,15140.01,7078.54,46255.13,45223.46,5996.84,24720.69,360697.19,928084.34,51234.89,3355.77,269.58,47870289.47,1125883.97,19.10,2.91,11.34,4.85,34.41,29.56,4.85,93394.77,1458.31,70.06,235.21,2.70
502.05,71.64,10.11,2.98,1.79,6.45,3.77,6.79,5496.80,29707.99,7.04,15817.03,20358.77,10816.18,49070.61,32819.00,5675.26,24548.40,403919.96,1428597.47,254739.77,15187.09,1126.36,179589495.12,3815825.24,33.87,3.98,19.67,10.23,100.19,89.96,10.23,80616.69,7017.69,339.64,1131.89,11.26
173.15,467.96,9.26,7.05,2.50,4.48,7.27,4.35,4226.66,55316.49,8.66,27572.37,11826.42,7278.47,56896.97,36731.39,5808.36,18383.71,729152.48,1269061.09,830395.07,41517.62,2530.42,497514422.23,5087870.59,40.55,8.05,20.76,11.74,103.37,91.62,11.74,67460.88,21633.28,765.19,3489.24,25.30
120.80,48.05,15.00,7.61,4.86,5.01,5.58,1.33,7741.73,32935.84,7.20,29398.02,17184.91,7578.29,61854.14,30764.29,5809.16,24218.38,387217.76,1448284.28,222426.02,9475.97,442.82,125124361.29,1554025.76,25.01,8.61,5.81,10.59,20.74,10.15,10.59,96440.93,5538.72,54.81,893.34,4.43
192.41,304.75,10.21,5.46,5.76,7.56,5.96,0.49,6738.43,55152.09,5.88,26543.16,16816.69,7904.35,40996.13,29900.33,6125.72,23553.82,470575.63,1678638.30,332158.83,18918.60,1342.39,299644983.49,5725124.46,32.82,6.46,12.84,13.52,33.05,19.54,13.52,92150.51,9012.94,553.76,1453.70,13.42
332.26,157.39,10.00,8.65,0.20,4.70,1.90,8.32,6789.35,42100.43,6.39,22097.94,16614.12,8701.60,45591.00,46601.72,6720.16,21823.51,540834.49,1186735.03,1194816.17,53020.23,2681.26,689701212.13,3822219.14,40.16,9.65,23.91,6.60,136.93,130.34,6.60,87762.61,30082.05,493.84,4851.94,26.81
247.71,143.96,11.87,6.23,0.27,1.30,3.75,3.38,8947.42,37054.54,7.67,25803.79,12097.07,8188.56,44698.73,25439.34,5510.19,21708.35,318400.69,1342467.23,413735.34,20234.86,1196.35,306928106.00,3570549.33,26.79,7.23,14.51,5.05,54.35,49.29,5.05,102006.03,10708.41,336.76,1727.16,11.96
69.39,206.00,12.80,5.73,8.40,6.33,9.31,8.65,8782.23,31769.69,9.67,23877.77,14668.24,8369.42,59836.15,26939.13,5639.17,22807.71,432427.47,981634.15,427237.32,19512.23,1037.82,273399697.57,1653001.21,41.32,6.73,18.96,15.64,86.27,70.63,15.64,101827.68,10842.72,134.99,1748.83,10.38
432.06,365.60,9.13,3.03,6.71,7.51,5.52,2.91,6953.83,36764.20,6.47,16340.82,16340.05,10606.55,50580.12,47101.18,6942.64,21753.42,311198.92,1004473.79,324170.58,27078.74,2540.84,432276182.05,5622870.46,41.29,4.03,24.23,13.03,105.11,92.08,13.03,87886.22,10136.45,1491.77,1634.91,25.41
328.31,284.56,10.52,7.37,8.38,1.44,1.98,0.24,4990.41,31843.79,9.37,22115.36,20307.88,10016.17,39327.36,45058.54,6152.30,19822.40,740558.01,1302789.45,609931.45,32137.33,2093.23,380762239.44,5608490.79,27.44,8.37,15.64,3.43,23.28,19.85,3.43,70892.08,16145.30,882.28,2604.08,20.93
445.53,524.21,12.79,9.68,3.89,2.56,6.06,6.10,6066.78,40622.72,7.66,16843.22,20438.40,8094.46,51657.55,25418.90,6281.79,23074.11,731024.18,1125313.55,2797427.85,126450.25,6608.19,1612048503.70,7659588.05,52.62,10.68,33.32,8.62,217.16,208.54,8.62,84462.71,70791.18,2205.60,11417.93,66.08
70.27,330.98,11.00,3.22,5.64,5.01,4.75,3.75,8019.44,28761.56,5.91,27886.93,16732.68,10769.04,66930.72,42060.89,6075.77,20084.11,455277.84,1679426.66,177882.93,10241.00,734.53,144426308.24,3607261.37,27.22,4.22,13.25,9.75,53.10,43.35,9.75,91418.00,4843.77,219.63,781.25,7.35
139.24,346.08,15.58,3.25,7.34,1.75,9.37,2.61,8983.85,32208.74,9.93,21442.86,15944.37,6542.04,38370.28,46173.07,6842.65,21112.40,619054.52,1792305.99,261241.61,15010.65,1074.53,245376598.57,5541382.02,30.26,4.25,14.89,11.12,57.86,46.74,11.12,100879.18,7109.06,455.07,1146.62,10.75
213.70,216.98,15.92,8.69,2.92,8.05,0.23,1.04,5923.81,50848.10,6.90,28765.31,14078.95,10588.42,65756.34,47758.36,6885.14,18629.34,297772.51,1020057.17,654100.24,28925.71,1453.55,382909871.96,3093665.30,30.29,9.69,12.32,8.28,32.99,24.72,8.28,78650.70,16452.79,437.89,2653.68,14.54
193.27,403.96,15.92,6.00,9.69,5.10,8.32,2.81,4595.78,31366.88,5.49,22266.42,12395.92,6702.15,49526.44,47370.60,6800.67,24959.41,396734.28,1629013.47,712640.58,34834.48,2057.92,387110156.28,6410814.42,38.62,7.00,18.19,13.42,76.55,63.13,13.42,74968.82,18441.77,737.29,2974.48,20.58
504.31,421.97,11.81,5.30,4.24,9.60,1.32,4.97,4668.13,34536.70,7.60,16979.47,11365.44,6110.73,68890.98,38884.67,6528.47,17445.78,688605.53,1632189.30,997472.69,58306.78,4244.65,674153573.09,10604765.98,47.75,6.30,30.52,10.92,177.28,166.36,10.92,65371.51,27298.30,2009.67,4402.95,42.45
464.93,26.17,12.55,5.34,3.41,7.53,7.06,7.96,8487.23,36607.40,7.60,27317.32,12314.29,11244.38,52712.51,36429.19,6812.70,24951.48,464247.01,1233957.41,433397.81,19868.13,1063.44,285109353.13,1917215.97,38.39,6.34,17.46,14.59,74.98,60.39,14.59,103434.78,11010.66,114.92,1775.91,10.63
29.03,245.48,11.79,9.41,8.25,1.91,3.05,4.61,6011.80,40596.24,7.50,28476.85,20095.18,6767.33,49940.92,46116.08,7482.67,20624.80,342449.69,1110302.19,490925.05,20264.39,884.46,237017032.83,1320027.23,26.51,10.41,11.13,4.96,33.50,28.54,4.96,80471.57,12123.54,67.29,1955.41,8.84
344.19,290.19,11.07,6.92,0.07,9.46,0.49,1.59,7223.06,46986.46,5.48,24620.03,15669.65,6222.46,58835.36,32995.44,7340.37,22329.23,570975.57,1651136.17,598396.43,32216.52,2151.78,507900104.90,7349563.89,36.05,7.92,18.18,9.95,57.07,47.12,9.95,92259.00,15946.84,943.24,2572.07,21.52
408.07,506.78,9.41,7.51,9.98,5.74,5.30,2.89,7155.39,44948.74,8.80,26824.40,19575.47,9391.50,44850.23,26823.21,6440.40,21401.06,665342.69,1148371.88,1240915.61,66926.62,4479.10,1007815755.56,7355373.21,46.61,8.51,27.07,11.03,115.82,104.79,11.03,90569.71,33087.89,1953.02,5336.76,44.79
222.78,265.91,12.70,8.78,0.02,2.22,2.84,3.58,7425.82,46892.34,8.76,24707.73,20370.24,10251.73,49848.17,45422.87,5594.30,22338.74,673382.07,1561379.57,891619.82,39939.35,2054.23,581024619.69,5352467.46,32.38,9.78,17.54,5.06,71.69,66.62,5.06,94168.07,22506.54,559.44,3630.09,20.54
326.95,441.48,10.47,3.47,2.85,2.18,7.13,4.59,8906.65,52718.31,6.64,29073.48,16586.66,10416.29,54883.71,32785.04,7384.59,20057.10,277729.06,1559137.80,445680.48,31224.00,2635.40,560503175.49,8343057.79,39.67,4.47,25.88,9.32,137.33,128.01,9.32,101905.90,13001.76,1363.15,2097.06,26.35
245.88,466.94,10.23,4.63,3.43,7.68,0.38,7.07,6089.38,50807.11,9.07,24088.61,11574.46,10088.63,65425.09,39725.64,6242.75,22085.20,463489.64,1459884.25,682868.44,39344.79,2824.18,550100203.61,6967153.96,41.23,5.63,27.55,8.05,174.72,166.67,8.05,85177.30,18599.40,1084.27,2999.90,28.24
202.07,298.05,13.49,3.33,6.79,0.07,6.37,9.73,8085.18,37122.48,7.89,21892.85,18148.32,11170.80,57512.20,30054.88,6563.98,20187.20,581873.82,1545567.92,469636.03,25754.98,1756.01,371913308.82,5342281.24,37.63,4.33,26.86,6.44,167.89,161.46,6.44,93793.47,12588.69,568.77,2030.43,17.56
188.63,371.61,12.19,7.71,8.06,8.00,6.80,8.63,6682.05,44647.91,8.58,18293.48,14095.23,8416.57,48165.85,32584.30,5618.60,24955.69,563433.13,1361372.41,1359082.42,61007.13,3149.54,817368607.81,5076596.30,49.70,8.71,26.18,14.81,170.83,156.02,14.81,92363.57,34326.32,661.99,5536.50,31.50
170.27,375.94,9.64,4.90,6.45,5.97,7.97,7.90,5870.59,54814.37,5.39,23094.20,12827.13,7261.84,58326.54,39527.52,7489.84,18709.80,416352.76,1670347.75,602716.32,32261.31,2140.49,433211993.23,5952213.51,44.35,5.90,24.50,13.95,151.48,137.53,13.95,78866.12,16032.75,604.51,2585.93,21.40
369.88,381.91,13.90,4.39,1.15,4.96,1.72,5.64,4529.93,42540.94,7.02,22488.44,16087.65,7104.65,63875.54,46583.34,5822.11,24439.79,729640.08,1297562.79,716138.43,41107.56,2939.75,511154211.91,6868864.85,39.32,5.39,27.25,6.68,157.97,151.29,6.68,75940.57,19481.60,1334.06,3142.19,29.40
466.78,166.97,12.27,6.76,2.59,3.07,6.69,0.06,7444.74,38900.67,9.56,17007.34,13099.08,7971.63,42520.96,30411.95,6458.01,23839.09,344330.70,1632750.87,556876.23,28769.79,1829.43,431825161.12,6419995.87,31.57,7.76,14.04,9.76,24.71,14.95,9.76,95208.92,14651.90,736.02,2363.21,18.29
472.34,432.62,13.25,2.74,6.92,2.80,6.74,4.80,4139.36,30135.58,5.69,19938.29,20689.61,7132.08,36742.73,41301.70,6636.77,20637.65,701826.94,1669559.00,483983.71,36589.87,3245.10,451912764.55,10629699.61,43.08,3.74,29.81,9.53,167.86,158.33,9.53,65274.39,14536.47,1929.75,2344.59,32.45
420.17,89.33,11.80,9.64,3.72,2.79,3.55,0.02,7533.99,37856.59,7.07,22898.27,11140.67,8914.45,45325.67,40360.51,6731.51,24244.72,441730.78,1532286.91,699658.62,30518.35,1494.50,425746274.01,4181123.25,26.70,10.64,9.72,6.33,16.27,9.94,6.33,95869.91,17533.08,354.46,2827.92,14.94
378.52,218.96,11.05,6.68,6.15,5.37,7.30,4.12,7056.53,31190.51,8.12,20904.34,11433.62,7835.61,44815.92,25392.79,6713.67,23201.98,499897.26,886677.14,802380.86,40038.53,2433.85,529929924.97,3595262.35,40.93,7.68,20.57,12.67,101.17,88.50,12.67,89990.05,20891.25,782.70,3369.56,24.34
55.52,85.29,10.30,8.84,1.67,0.13,8.35,8.56,7661.43,39688.08,9.03,18012.88,16181.89,10367.94,68884.26,42659.71,7485.24,23680.63,389547.26,1504368.76,381103.08,16068.72,734.82,216314656.21,1458074.62,34.61,9.84,16.28,8.48,48.74,40.26,8.48,96553.39,9463.97,44.72,1526.45,7.35
478.99,497.97,10.19,6.77,8.40,2.91,8.20,8.72,4203.84,49498.78,6.80,19381.90,11552.71,6808.99,52318.57,43875.22,6610.50,20111.78,736275.78,1469227.47,1907927.30,98484.77,6255.84,1143735339.97,10106436.14,56.38,7.77,37.49,11.12,301.59,290.47,11.12,68523.92,50186.15,2252.58,8094.54,62.56
401.31,399.62,15.14,9.66,9.19,2.74,7.96,4.99,7768.63,32745.32,5.54,22982.52,19875.64,11781.45,42276.79,36142.49,5802.65,24249.21,493239.70,1287460.28,2278672.82,99598.76,4896.69,1349386974.06,7261756.21,48.86,10.66,27.51,10.69,155.57,144.87,10.69,96390.47,57134.32,1514.53,9215.21,48.97
222.47,342.75,10.20,2.55,9.25,3.59,1.92,5.87,5287.88,46931.89,7.18,16059.85,11464.04,11833.24,52978.60,44697.94,5669.37,17101.43,429620.51,1136293.94,255586.97,18180.10,1550.47,232772717.55,4419376.64,31.68,3.55,22.62,5.52,120.67,115.15,5.52,71321.38,7498.80,720.12,1209.48,15.50
469.99,378.57,13.67,6.66,0.77,5.67,5.80,1.47,7099.04,29271.31,9.14,24011.66,16220.32,7640.46,41885.17,38454.10,6599.91,21363.48,608092.63,1404273.77,913550.82,50010.81,3403.19,711626932.68,8342806.20,42.43,7.66,23.30,11.47,71.31,59.84,11.47,87417.23,24474.13,1680.29,3947.44,34.03
108.42,55.05,15.57,3.20,3.90,2.20,2.90,6.34,5413.15,55943.01,5.65,24081.71,13032.62,9054.85,53182.93,39425.64,6647.01,20015.17,398154.63,991969.65,121123.65,5917.04,349.26,75804193.29,1079392.85,22.69,4.20,13.38,5.11,39.60,34.49,5.11,77807.41,3133.89,56.37,505.47,3.49
319.03,452.70,14.62,7.13,5.15,7.47,1.27,8.30,4358.53,46714.40,6.28,15543.19,19923.57,8856.58,64028.89,27281.73,5602.91,17825.03,656284.70,1301512.78,1764697.69,81934.09,4478.01,897322745.91,6966400.82,48.33,8.13,31.45,8.74,224.85,216.11,8.74,65699.83,44994.02,1363.90,7257.10,44.78
118.94,457.85,15.08,4.87,5.06,8.62,5.41,7.91,6182.37,54876.64,5.26,21995.55,18185.71,7833.86,35814.89,33577.51,7121.40,19687.48,372997.65,1169947.49,709394.48,34217.83,1983.12,465033967.41,3845408.71,43.44,5.87,23.54,14.03,141.13,127.10,14.03,82467.68,18286.52,514.30,2949.44,19.83
48.10,434.99,11.83,1.68,5.26,7.32,3.58,7.04,4503.32,53013.75,5.81,28023.55,18948.05,8977.38,47239.25,35098.96,5802.60,18437.56,571971.58,1684673.49,130973.88,8226.05,638.78,100615670.40,3432193.86,31.37,2.68,17.79,10.90,81.75,70.85,10.90,68643.62,3673.11,197.59,592.44,6.39
391.04,440.79,13.25,9.12,3.28,2.19,6.42,9.73,4498.41,53985.97,7.62,29058.67,13945.26,11060.56,36173.67,29892.16,5523.21,23918.86,272615.79,970559.47,2894381.74,126951.38,6282.73,1498551682.46,5675343.30,54.09,10.12,35.36,8.61,281.94,273.33,8.61,77059.41,72640.84,1627.81,11716.26,62.83
256.30,444.66,15.90,4.63,0.03,4.03,6.01,6.77,6666.90,54411.60,7.91,16865.98,15486.11,11870.16,44027.14,49392.86,7283.61,20269.97,620292.13,1356287.83,823214.00,42913.42,2759.23,636314877.57,6448808.17,42.70,5.63,27.03,10.04,169.66,159.62,10.04,87025.80,21719.20,1076.26,3503.10,27.59
506.20,58.60,15.88,3.88,7.15,3.16,0.70,1.52,4457.39,38397.90,8.17,19115.81,21889.44,6362.41,52633.75,40465.57,5848.18,19091.85,688470.68,1681146.19,273630.65,14014.45,881.48,157648552.55,4077920.27,19.63,4.88,10.89,3.86,28.85,25.00,3.86,67064.94,7180.47,280.11,1158.14,8.81
329.82,60.38,13.21,5.52,6.33,3.01,0.44,1.15,5363.14,51521.64,5.66,27309.08,20910.55,6238.80,60777.27,46582.72,7343.32,16000.57,653767.74,1607114.29,267120.81,12919.77,751.76,165685088.93,3194221.47,18.76,6.52,8.79,3.45,20.68,17.23,3.45,70816.62,6891.21,188.06,1111.49,7.52
